,y,x1,x2
0,3.5643253556998533,-0.2828899648136354,1.0
1,1.9327451371841518,-1.5899237956943604,0.0
2,3.759060919688829,-0.09677587767326007,1.0
3,3.414287029269949,-0.27237889735405907,1.0
4,3.977635554477229,-0.9048974307406393,1.0
5,1.383288317990593,-1.1603637362191945,0.0
6,1.682289460168672,1.7236660488581075,1.0
7,1.5036631427457656,4.1007280966118875,1.0
8,3.207601045378874,2.6779174457522763,0.0
9,3.147878675725609,-0.6250160927042355,1.0
10,0.4676063624373979,-3.9188292732839844,0.0
11,0.4446486925183202,-1.9504794158468912,0.0
12,4.150669368267509,-0.02969686183591574,1.0
13,4.226936185281884,-1.0744337351440196,1.0
14,2.556902931152969,1.3538858859666634,1.0
15,4.635786546227752,-2.153255784849824,1.0
16,4.10820852147073,-1.4471542292944628,1.0
17,1.8456271600820608,-1.95296183972949,0.0
18,3.6641436989999465,-1.8178138467283398,1.0
19,2.505327930901288,2.0255320884975077,0.0
20,3.275451790964805,0.2291409581531178,0.0
21,3.253021913027166,0.2722851757372387,1.0
22,1.0114424694929371,0.3330150674897861,0.0
23,2.140775640065444,-0.3932014231697877,0.0
24,0.615753168918372,0.39772723834184287,0.0
25,2.264159804059498,0.34668101035583915,0.0
26,2.7118011887928084,-1.1859039897636645,0.0
27,0.3079794143832024,0.7375035907522337,1.0
28,0.40305000877609476,-1.6480998647722482,0.0
29,4.279476621616864,-0.5730610833451405,1.0
30,2.153778668823847,-0.45135416035321235,0.0
31,0.7677387974879162,-2.2060151419070397,0.0
32,0.8176924213110222,-1.156648099955232,0.0
33,3.1626838041059946,3.2200505344869526,0.0
34,3.751448805640329,-0.5949981499861384,1.0
35,3.262986049017913,-0.6935093154603609,1.0
36,-0.4859862891535143,-1.5142223727086959,0.0
37,1.9318926595725676,0.8770984231783007,1.0
38,1.5666021823900425,-0.36500007790456745,0.0
39,3.236274549874352,0.6452660184943461,1.0
40,2.699233882606098,-0.7275944147234203,0.0
41,2.7637535320953837,0.7587382655120477,1.0
42,1.8803975857104553,0.07450479543226944,0.0
43,2.6626589473748674,1.111061118701995,0.0
44,4.610025653447772,-0.6096351873795429,1.0
45,2.9255182888214186,-0.818344612222623,1.0
46,0.7292356808855484,-1.1607317393799352,0.0
47,-0.32843246493549394,-2.637269197377094,0.0
48,1.9633135468814094,-0.43653490173675225,0.0
49,2.966265589777726,1.4024168968693933,1.0
50,4.077407396514392,2.9367564726225273,0.0
51,3.094319713040137,1.3756938003408994,0.0
52,3.088414776108522,0.7523194930700772,1.0
53,0.27672921464500744,-3.8123195791987223,0.0
54,0.1300900123563332,-3.583592049171295,0.0
55,2.990967162358851,-0.5717504383878822,1.0
56,1.2537348847634524,3.9005070478900175,1.0
57,2.9306542459840763,2.207150622511094,0.0
58,3.720493708162632,-1.3748312979397206,1.0
59,-0.28170797056533803,-2.0563818530320215,0.0
60,1.5161052210114192,0.34491036541877734,0.0
61,1.5766761890046905,0.8621110307931363,1.0
62,4.322311175831501,0.6666520315381139,1.0
63,3.8138086374690756,-0.3841429230862305,0.0
64,1.4697100987547778,3.418418402758812,1.0
65,3.502788320209201,-0.45753522910654676,1.0
66,2.0765093922545583,0.05813091363255755,1.0
67,4.215202612753109,4.604473322040306,0.0
68,2.7570349339230344,1.5731593838200792,1.0
69,-0.4508374450082656,-3.0893597571508216,0.0
70,1.0740821877674795,-2.0733474216282057,0.0
71,2.132059597617962,0.7750874155485271,0.0
72,2.2221681897178267,0.5752960915207692,1.0
73,5.256116588968322,-1.947933269548922,1.0
74,2.772655120727659,-0.5225341048875088,1.0
75,2.247231257810299,0.35697228776406326,1.0
76,3.6179562631301287,-0.8182648995533325,1.0
